CustomTimestamp,UserPrincipalName,Department,Office,Country,Operation,Resource,Result,IP_Address,NetworkType,Device_ID,Resource_Criticality,UserProfile
2026-01-18 02:44:07,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:46:51,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:31:34,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:25:35,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:00:46,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:10:35,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:52:52,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:38:00,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:04:58,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:15:19,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:27:32,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:11:32,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:51:05,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:52:36,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:42:02,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:01:33,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:21:44,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:48:28,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:43:42,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:32:06,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:39:23,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:48:18,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:57:44,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:58:34,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:07:50,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:02:41,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:28:58,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:36:44,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:03:16,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:18:27,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:16:24,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:28:18,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:43:03,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:38:19,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:35:02,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:57:21,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:46:05,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:38:51,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:54:37,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:51:26,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:43:09,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:54:22,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:48:42,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:53:24,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:07:58,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:33:12,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:56:42,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:46:50,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:16:17,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:18:55,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:03:04,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:13:08,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:36:56,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:14:13,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:55:21,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:50:10,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:51:15,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:22:07,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:29:42,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:47:23,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 02:56:06,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:27:30,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:06:49,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:55:29,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:01:16,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 04:08:04,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 03:53:12,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-18 01:53:35,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:33:56,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:39:38,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:44:30,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:04:05,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:16:47,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:56:36,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:18:25,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:19:09,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:17:01,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:47:32,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:27:42,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:40:09,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:42:09,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:17:22,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:41:58,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:05:18,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:22:01,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:42:04,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:25:58,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:01:33,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:42:51,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:22:53,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:41:34,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:40:06,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:02:33,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:08:07,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:02:37,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:29:14,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:09:23,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:50:10,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:45:09,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:23:12,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:35:22,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:30:13,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:15:44,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:17:17,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:46:01,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:14:08,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:38:15,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:02:48,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:10:08,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:16:15,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:50:47,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 04:50:29,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/db_usuarios_2025.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 01:12:39,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 03:15:11,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:44:03,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/database_full_backup.bak,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
2026-01-19 02:25:23,adrian.murillo@garciapablo933gmail.onmicrosoft.com,directivos,Milan,IT,StorageRead,/it-sistemas/backups/app_backup_2026.tar.gz,Success,10.4.1.199,Corporate,UNKNOWN-BYOD-4398,High,Normal
